"","sub_pid","client_property_id","account","actions_de","actions_en","costs","sqm","rental_units","year_construction","year_last_renovation","roof","windows","face_of_building","heating","main_type_of_use","vacancy_rate"
"1081","482_01","3118","5450","Dachdecker","slater",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","482_01","3118","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",68.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","482_01","3118","5600","Nicht umlegb. HM-Kosten","not addable costs",6892.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","482_01","3120","5200","Instandhaltungskosten","maintenance",140.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","482_01","3120","5201","Strom / Gas Leerstand","power/gas (vacancy)",5282.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","482_01","3120","5210","Schlosserarbeiten","locksmith",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","482_01","3120","5250","Sanitärinstallation","sanitary installation",957.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","482_01","3120","5260","Zargen / Türen","doors",937.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","482_01","3120","5270","Schlösser / Schlüssel","locks/keys",496.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","482_01","3120","5290","Fußbodenarbeiten","floor",158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","482_01","3120","5300","Fenster / Glaserarbeiten","windows",290.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","482_01","3120","5310","Elektroarbeiten","electrics",1075.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","482_01","3120","5340","Außenanlagen","outdoor facilities",1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","482_01","3120","5350","Klingeln","doorbells",83.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","482_01","3120","5360","Heizkörper / WMZ","heating elements",1800.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","482_01","3120","5370","Notöffnungen","emergency exit",695.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","482_01","3120","5400","Lüftungsanlagen","ventilation plants",315.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","482_01","3120","5410","Heizungsanlagen","heating system",127.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","482_01","3120","5420","Schädlingsbekämpfg.-Inst.","crop spraying",65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","482_01","3120","5450","Dachdecker","slater",1428.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","482_01","3120","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",58.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","482_01","3120","5600","Nicht umlegb. HM-Kosten","not addable costs",8822.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","482_02","3115","5250","Sanitärinstallation","sanitary installation",2194.78,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1104","482_02","3115","5260","Zargen / Türen","doors",50,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1105","482_02","3115","5270","Schlösser / Schlüssel","locks/keys",573.34,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1106","482_02","3115","5280","Malerarbeiten","painting and decorating",30,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1107","482_02","3115","5310","Elektroarbeiten","electrics",372.12,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1108","482_02","3115","5360","Heizkörper / WMZ","heating elements",58,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1109","482_02","3116","5250","Sanitärinstallation","sanitary installation",2742.37,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1110","482_02","3116","5260","Zargen / Türen","doors",128.33,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1111","482_02","3116","5270","Schlösser / Schlüssel","locks/keys",213.37,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1112","482_02","3116","5280","Malerarbeiten","painting and decorating",818.88,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1113","482_02","3116","5300","Fenster / Glaserarbeiten","windows",179,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1114","482_02","3116","5310","Elektroarbeiten","electrics",1003.42,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1115","482_02","3116","5350","Klingeln","doorbells",101.18,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1116","482_02","3116","5360","Heizkörper / WMZ","heating elements",111.35,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1117","482_02","3116","5410","Heizungsanlagen","heating system",72.5,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1118","482_02","3117","5250","Sanitärinstallation","sanitary installation",762.68,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1119","482_02","3117","5260","Zargen / Türen","doors",215.17,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1120","482_02","3117","5270","Schlösser / Schlüssel","locks/keys",466.19,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1121","482_02","3117","5280","Malerarbeiten","painting and decorating",160,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1122","482_02","3117","5300","Fenster / Glaserarbeiten","windows",307,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1123","482_02","3117","5310","Elektroarbeiten","electrics",529.53,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1124","482_02","3117","5350","Klingeln","doorbells",151.43,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1125","482_02","3117","5360","Heizkörper / WMZ","heating elements",192.32,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1126","482_02","3117","5410","Heizungsanlagen","heating system",29.5,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1127","482_02","3117","5450","Dachdecker","slater",945.9,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1128","482_02","3119","5310","Elektroarbeiten","electrics",320.76,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1129","482_02","3119","5410","Heizungsanlagen","heating system",73.26,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1130","482_02","3121","5250","Sanitärinstallation","sanitary installation",1857.4,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1131","482_02","3121","5260","Zargen / Türen","doors",72.48,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1132","482_02","3121","5310","Elektroarbeiten","electrics",183.18,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1133","482_02","3121","5360","Heizkörper / WMZ","heating elements",93.52,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1134","482_02","3121","5450","Dachdecker","slater",299.45,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1135","482_02","3115","5100","Aufwand  Haushandwerker","builders work",12.5,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1136","482_02","3115","5200","Instandhaltungskosten","maintenance",215.19,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1137","482_02","3115","5201","Strom / Gas Leerstand","power/gas (vacancy)",3513.32,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1138","482_02","3115","5235","Rolladen","shutters",174.72,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1139","482_02","3115","5250","Sanitärinstallation","sanitary installation",3495.87,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1140","482_02","3115","5260","Zargen / Türen","doors",666.47,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1141","482_02","3115","5270","Schlösser / Schlüssel","locks/keys",634.84,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1142","482_02","3115","5280","Malerarbeiten","painting and decorating",561.95,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1143","482_02","3115","5300","Fenster / Glaserarbeiten","windows",861.88,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1144","482_02","3115","5310","Elektroarbeiten","electrics",961.16,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1145","482_02","3115","5340","Außenanlagen","outdoor facilities",1280,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1146","482_02","3115","5350","Klingeln","doorbells",157.89,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1147","482_02","3115","5360","Heizkörper / WMZ","heating elements",124.3,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1148","482_02","3115","5370","Notöffnungen","emergency exit",145.47,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1149","482_02","3115","5390","Sperrmüll-Inst.","bulky waste",210,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1150","482_02","3115","5420","Schädlingsbekämpfg.-Inst.","crop spraying",1707.11,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1151","482_02","3115","5460","nicht umlegb. Reinigung","cleaning",135,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1152","482_02","3115","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",54.15,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1153","482_02","3115","5600","Nicht umlegb. HM-Kosten","not addable costs",6763.11,5042,91,1974,NA,"flat","timber","concrete","district heating","residential",79
"1154","482_02","3116","5200","Instandhaltungskosten","maintenance",412.14,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1155","482_02","3116","5201","Strom / Gas Leerstand","power/gas (vacancy)",4539.64,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1156","482_02","3116","5210","Schlosserarbeiten","locksmith",137.88,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1157","482_02","3116","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",246.92,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1158","482_02","3116","5235","Rolladen","shutters",83,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1159","482_02","3116","5250","Sanitärinstallation","sanitary installation",4506.89,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1160","482_02","3116","5260","Zargen / Türen","doors",710.25,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1161","482_02","3116","5270","Schlösser / Schlüssel","locks/keys",337.37,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1162","482_02","3116","5280","Malerarbeiten","painting and decorating",2224.57,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1163","482_02","3116","5300","Fenster / Glaserarbeiten","windows",783.23,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1164","482_02","3116","5310","Elektroarbeiten","electrics",2120.33,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1165","482_02","3116","5340","Außenanlagen","outdoor facilities",1146,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1166","482_02","3116","5350","Klingeln","doorbells",114.68,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1167","482_02","3116","5360","Heizkörper / WMZ","heating elements",307.75,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1168","482_02","3116","5370","Notöffnungen","emergency exit",193.96,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1169","482_02","3116","5390","Sperrmüll-Inst.","bulky waste",280,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1170","482_02","3116","5410","Heizungsanlagen","heating system",72.5,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1171","482_02","3116","5420","Schädlingsbekämpfg.-Inst.","crop spraying",322.02,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1172","482_02","3116","5450","Dachdecker","slater",291.85,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1173","482_02","3116","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",52.11,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1174","482_02","3116","5600","Nicht umlegb. HM-Kosten","not addable costs",5988.73,4464.56,86,1974,NA,"flat","timber","concrete","district heating","residential",79
"1175","482_02","3117","5200","Instandhaltungskosten","maintenance",250.9,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1176","482_02","3117","5201","Strom / Gas Leerstand","power/gas (vacancy)",3131.74,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1177","482_02","3117","5205","Eigenleistungen Mieter","in-house effort tenant",118.63,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1178","482_02","3117","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",345.4,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1179","482_02","3117","5235","Rolladen","shutters",228.12,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1180","482_02","3117","5250","Sanitärinstallation","sanitary installation",1618.68,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1181","482_02","3117","5260","Zargen / Türen","doors",542.67,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1182","482_02","3117","5270","Schlösser / Schlüssel","locks/keys",624.19,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1183","482_02","3117","5280","Malerarbeiten","painting and decorating",2231.64,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1184","482_02","3117","5300","Fenster / Glaserarbeiten","windows",536.29,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1185","482_02","3117","5310","Elektroarbeiten","electrics",1294.94,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1186","482_02","3117","5340","Außenanlagen","outdoor facilities",1047,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1187","482_02","3117","5350","Klingeln","doorbells",444.1,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1188","482_02","3117","5360","Heizkörper / WMZ","heating elements",929.59,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1189","482_02","3117","5370","Notöffnungen","emergency exit",242.45,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1190","482_02","3117","5390","Sperrmüll-Inst.","bulky waste",310,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1191","482_02","3117","5410","Heizungsanlagen","heating system",102,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1192","482_02","3117","5420","Schädlingsbekämpfg.-Inst.","crop spraying",443,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1193","482_02","3117","5450","Dachdecker","slater",2401.56,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1194","482_02","3117","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",60.97,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1195","482_02","3117","5600","Nicht umlegb. HM-Kosten","not addable costs",5984.65,4501.03,81,1974,NA,"flat","timber","concrete","district heating","residential",79
"1196","482_02","3119","5200","Instandhaltungskosten","maintenance",57.75,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1197","482_02","3119","5201","Strom / Gas Leerstand","power/gas (vacancy)",3169.63,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1198","482_02","3119","5250","Sanitärinstallation","sanitary installation",879.88,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1199","482_02","3119","5260","Zargen / Türen","doors",90.95,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1200","482_02","3119","5270","Schlösser / Schlüssel","locks/keys",46.9,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1201","482_02","3119","5280","Malerarbeiten","painting and decorating",1015,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1202","482_02","3119","5300","Fenster / Glaserarbeiten","windows",740.84,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1203","482_02","3119","5310","Elektroarbeiten","electrics",1152.28,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1204","482_02","3119","5340","Außenanlagen","outdoor facilities",2905.65,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1205","482_02","3119","5360","Heizkörper / WMZ","heating elements",146.76,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1206","482_02","3119","5370","Notöffnungen","emergency exit",178.43,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1207","482_02","3119","5380","Sonstiges","other",40.5,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1208","482_02","3119","5390","Sperrmüll-Inst.","bulky waste",390,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1209","482_02","3119","5400","Lüftungsanlagen","ventilation plants",213.5,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1210","482_02","3119","5410","Heizungsanlagen","heating system",73.26,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1211","482_02","3119","5420","Schädlingsbekämpfg.-Inst.","crop spraying",232.05,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1212","482_02","3119","5450","Dachdecker","slater",273.54,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1213","482_02","3119","5460","nicht umlegb. Reinigung","cleaning",25,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1214","482_02","3119","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",43.75,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1215","482_02","3119","5600","Nicht umlegb. HM-Kosten","not addable costs",5302.37,4026.67,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1216","482_02","3121","5200","Instandhaltungskosten","maintenance",594.52,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1217","482_02","3121","5201","Strom / Gas Leerstand","power/gas (vacancy)",4666.33,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1218","482_02","3121","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",300,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1219","482_02","3121","5250","Sanitärinstallation","sanitary installation",2669.09,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1220","482_02","3121","5260","Zargen / Türen","doors",361.07,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1221","482_02","3121","5270","Schlösser / Schlüssel","locks/keys",272.47,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1222","482_02","3121","5280","Malerarbeiten","painting and decorating",206.05,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1223","482_02","3121","5310","Elektroarbeiten","electrics",703.26,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1224","482_02","3121","5350","Klingeln","doorbells",82.94,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1225","482_02","3121","5360","Heizkörper / WMZ","heating elements",731.19,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1226","482_02","3121","5370","Notöffnungen","emergency exit",181.43,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1227","482_02","3121","5390","Sperrmüll-Inst.","bulky waste",85,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1228","482_02","3121","5400","Lüftungsanlagen","ventilation plants",54,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1229","482_02","3121","5410","Heizungsanlagen","heating system",89.42,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1230","482_02","3121","5420","Schädlingsbekämpfg.-Inst.","crop spraying",82.8,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1231","482_02","3121","5450","Dachdecker","slater",456.88,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1232","482_02","3121","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",28.43,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1233","482_02","3121","5600","Nicht umlegb. HM-Kosten","not addable costs",5146.8,3903.98,73,1974,NA,"flat","timber","concrete","district heating","residential",79
"1234","49_01","3162","5200","Instandhaltungskosten","maintenance",59.9,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1235","49_01","3162","5201","Strom / Gas Leerstand","power/gas (vacancy)",24244,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1236","49_01","3162","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",218.07,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1237","49_01","3162","5250","Sanitärinstallation","sanitary installation",1870.04,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1238","49_01","3162","5270","Schlösser / Schlüssel","locks/keys",136.68,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1239","49_01","3162","5300","Fenster / Glaserarbeiten","windows",374.3,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1240","49_01","3162","5310","Elektroarbeiten","electrics",773.18,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1241","49_01","3162","5340","Außenanlagen","outdoor facilities",36.5,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1242","49_01","3162","5360","Heizkörper / WMZ","heating elements",2227,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1243","49_01","3162","5380","Sonstiges","other",2000,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1244","49_01","3162","5390","Sperrmüll-Inst.","bulky waste",57.5,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1245","49_01","3162","5410","Heizungsanlagen","heating system",214.95,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1246","49_01","3162","5450","Dachdecker","slater",954.82,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1247","49_01","3162","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",7501.3,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1248","49_01","3162","5600","Nicht umlegb. HM-Kosten","not addable costs",1046.85,764,13,1830,1994,NA,"timber","finery","coal","residential",86
"1249","49_01","3163","5201","Strom / Gas Leerstand","power/gas (vacancy)",2970.7,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1250","49_01","3163","5202","IH Gasgeräte","gas installations",445.71,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1251","49_01","3163","5240","Zimmererarb./Holzschutz","carpenter work",148.1,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1252","49_01","3163","5250","Sanitärinstallation","sanitary installation",1010.61,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1253","49_01","3163","5260","Zargen / Türen","doors",60,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1254","49_01","3163","5270","Schlösser / Schlüssel","locks/keys",80,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1255","49_01","3163","5300","Fenster / Glaserarbeiten","windows",110,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1256","49_01","3163","5310","Elektroarbeiten","electrics",485.11,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1257","49_01","3163","5340","Außenanlagen","outdoor facilities",1948.72,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1258","49_01","3163","5360","Heizkörper / WMZ","heating elements",965.06,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1259","49_01","3163","5380","Sonstiges","other",130,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1260","49_01","3163","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",10367.27,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1261","49_01","3163","5600","Nicht umlegb. HM-Kosten","not addable costs",665.26,482,4,1908,NA,NA,"timber","finery","coal","residential",100
"1262","49_01","3164","5200","Instandhaltungskosten","maintenance",31.46,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1263","49_01","3164","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1159.77,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1264","49_01","3164","5250","Sanitärinstallation","sanitary installation",323.98,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1265","49_01","3164","5260","Zargen / Türen","doors",89,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1266","49_01","3164","5280","Malerarbeiten","painting and decorating",294.12,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1267","49_01","3164","5300","Fenster / Glaserarbeiten","windows",149.58,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1268","49_01","3164","5310","Elektroarbeiten","electrics",143.57,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1269","49_01","3164","5340","Außenanlagen","outdoor facilities",201.26,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1270","49_01","3164","5360","Heizkörper / WMZ","heating elements",56.46,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1271","49_01","3164","5410","Heizungsanlagen","heating system",90.87,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1272","49_01","3164","5450","Dachdecker","slater",638.35,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1273","49_01","3164","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",1752.02,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1274","49_01","3164","5600","Nicht umlegb. HM-Kosten","not addable costs",700.81,508,6,1922,1996,NA,NA,"finery","gas central","residential",100
"1275","49_01","3165","5201","Strom / Gas Leerstand","power/gas (vacancy)",269.55,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1276","49_01","3165","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",100.42,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1277","49_01","3165","5250","Sanitärinstallation","sanitary installation",204.16,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1278","49_01","3165","5260","Zargen / Türen","doors",384,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1279","49_01","3165","5280","Malerarbeiten","painting and decorating",626.21,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1280","49_01","3165","5300","Fenster / Glaserarbeiten","windows",39.15,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1281","49_01","3165","5310","Elektroarbeiten","electrics",21.55,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1282","49_01","3165","5340","Außenanlagen","outdoor facilities",204.26,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1283","49_01","3165","5380","Sonstiges","other",320,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1284","49_01","3165","5410","Heizungsanlagen","heating system",64,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1285","49_01","3165","5450","Dachdecker","slater",521,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1286","49_01","3165","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",3189.52,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1287","49_01","3165","5600","Nicht umlegb. HM-Kosten","not addable costs",363.9,247,4,1923,1998,NA,NA,"finery","gas central","residential",0
"1288","49_01","3166","5201","Strom / Gas Leerstand","power/gas (vacancy)",608.21,243,4,NA,NA,NA,NA,NA,NA,"residential",50
